id,jurisdiction,name,type,target,target_category,effective_date,enforcement_date,removal_date,duration_days,date_uncertain,compliance,exemptions,enforcement_measures,executive_orders,removal_method,removal_details,authority,mandate_communications,ref_code
NSW-003,NSW,NSW Airport and Quarantine Workers Vaccination Program,Employment,Airport Workers,transport,2021-06-25,2021-06-25,2022-04-30,309.0,False,"Must have at least one dose of the COVID vaccine by 25/06/21
By 01/09/21, the person has received 2 doses of a COVID-19 vaccine, or
(b) the person has received 1 dose of a COVID-19 vaccine and receives the second dose of a COVID-19 vaccine—
(i) within 3 months of having received the first dose, or
(ii) within 28 days of the date of commencement of this Order.","does not apply if—
(a) a medical practitioner and the Chief Health Officer have certified that the nominated worker has a medical contraindication to the COVID-19 vaccine, or
(b) a nominated worker specified in clause (1)(b) is providing a declared flight crew member with a transportation service to or from the member’s residence for the purpose of obtaining urgent medical care or medical supplies.","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.",Public Health (COVID-19 Air Transportation Quarantine) Order (No 2) Amendment (Transportation Providers) Order 2021,Removed by Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) Amendment (No 2) Order 2022 to remove the quarantine requirements for unvaccinated international air and maritime arrivals.,"31/08/21 Public Health (COVID-19 Air Transportation Quarantine) Order (No 3) 2021 repealed previous order and added clause on mandating a second dose for workers by 01/09/21
23/02/22: order title changed to Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) 2022",Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWEHQWT300
NSW-004,NSW,Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order 2021,Public Space,Construction sites,construction,2021-08-10,2021-08-11,2021-10-11,62.0,False,"a person whose place of residence is in a declared area must not enter or remain on a construction site in Greater Sydney unless the resident—
(a) has had 2 doses of a COVID-19 vaccine, or
(b) has had 1 dose of a COVID-19 vaccine at least 21 days ago, or
(c) has had 1 dose of a COVID-19 vaccine within the preceding 21 days and has been tested for COVID-19 within the preceding 72 hours, or
(d) has a certified medical contraindication and has been tested for COVID-19 within the preceding 72 hours.
A person must carry the required evidence, and produce the required evidence for inspection if requested.","has a certified medical contraindication
The mandate does not apply to a person who enters or remains on a construction site because of an emergency, a police officer or an authorised officer.","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.",Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Amendment (No 23) Order 2021,Repealed by the Public Health (COVID-19 General) Order 2021,"27/09/21: the rule limiting construction sites to 50 per cent capacity if they have any unvaccinated workers was removed. However, workers from the 12 Sydney local government areas (LGAs) of concern will still only be allowed to leave their area for work if they are vaccinated.",Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWEBCW0000
NSW-005,NSW,Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (No.2) 2021,Employment,"Working from home
(Bayside, Blacktown, Burwood, Campbelltown, Canterbury-Bankstown, Cumberland, Fairfield, Georges River, Liverpool, Parramatta, Strathfield and the following suburbs in Penrith: Caddens, Claremont Meadows, Colyton, Erskine Park, Kemps Creek, Kingswood, Mount Vernon, North St Marys, Orchard Hills, Oxley Park, St Clair and St Marys or travel more than 50km outside of the Greater Sydney area)",travel,2021-08-21,2021-09-06,2021-10-11,51.0,False,"an authorised worker who is at least 16 years of age must not leave the area of concern for work unless the worker—
(a) has had at least 1 dose of a COVID-19 vaccine by 06/09/21, 

They must (a) carry the required evidence, and
(b) produce the required evidence for inspection if requested
05/09/21 added: an authorised worker is taken to comply if the authorised worker has an appointment to receive a COVID-19 vaccine on or before 19 September 2021

Second dose by 18/10/21
added on 03/10/21 ""Employer must allow an employee who is fully vaccinated to work at home if it is reasonably praticable to do so and; 
allow employees who reside outside Greater Sydney and has had only 1 dose of a COVID-19 vaccine to work at home (repealed 01/11/21)
A non fully vaccinated person must work from home unless it is not reasonably practicable""","has been issued with a medical contraindication certificate.
See Order for full exemption areas under Schedule 2
Added on 11/10/21: for not fully vaccinated people, the compliance requirements don't apply if the person resides outside Greater Sydney, and the person has had only 1 dose of a COVID-19 vaccine. (repealed 01/11/21)
a person entering the premises in response to an emergency
(b) a person entering premises in a vehicle if the person does not exit the vehicle while on the premises
(c) a person entering the premises if the person is under 18 years of age and it is not possible to register the person’s details under clause 5.3 of this Order
(d) a person exercising law enforcement, intelligence or national security functions on behalf of a government agency of New South Wales or the Commonwealth
(e) a person entering any health or medical facility, other than a pharmacy, as a patient","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (No.2) 2021
Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (No 2) Amendment (No 6) Order 2021
Public Health (COVID-19 General) Order",Repealed by the Public Health (COVID-19 General) Order 2021,"05/09/21 added that an authorised worker is taken to comply if the authorised worker has an appointment to receive a COVID-19 vaccine on or before 19 September 2021.
Amendments mainly include additions and removals of the stay at home areas.
Titled Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (31/07/21-11/10/21)
03/10/21 Public Health (COVID-19 General) Order 2021 repealed previous order and added date for the second dose",,NSW Government Gazette: the official notification of the making of statutory instruments,NSWEALL0000
NSW-006,NSW,Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (No.2) 2021,Employment,early education and care and disability support,"aged_care, education, transport",2021-08-21,2021-09-06,2021-10-11,51.0,False,"A relevant care worker who is at least 16 years of age must not enter or remain in the worker’s place of work unless the worker has had at least 1 dose of a COVID-19 vaccine
The relevant care worker must, when entering the worker’s place of work carry the required evidence, and
produce the required evidence for inspection if requested
05/09/21 added: an authorised worker is taken to comply if the authorised worker has an appointment to receive a COVID-19 vaccine on or before 19 September 2021","has been issued with a medical contraindication certificate.
See Order for full exemption areas under Schedule 2","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (No.2) 2021
Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order (No 2) Amendment (No 6) Order 2021",Repealed by the Public Health (COVID-19 General) Order 2021,"05/09/21 added that an authorised worker is taken to comply if the authorised worker has an appointment to receive a COVID-19 vaccine on or before 19 September 2021.
Amendments mainly include additions and removals of the stay at home areas.",,,NSWEEDU00V1
NSW-007,NSW,Public Health (COVID-19 Aged Care Facilities) Order,Public Space,Visitors entering residential aged care facilities,"aged_care, public_space",2021-08-26,2021-09-17,2022-07-18,326.0,False,"visitors must be: at least 12 years of age, and
(b) has had 2 doses of a COVID-19 vaccine, and
(c) had the second dose of the COVID-19 vaccine at least 14 days ago.","if the operator of the aged care facility authorises the visitor to enter and remain on the premises for the purposes of visiting a resident who is at the end of life or to a person who enters and remains on the premises to provide a health service or professional or other service to the resident, including in the role of a student, and the person is not to be counted as a visitor.
(a) is unable, due to a medical contraindication, to be vaccinated against COVID-19, and
(b) presents to the operator of the residential aged care facility a certificate, in the form approved by the Chief Health Officer, issued by a medical practitioner, specifying the medical contraindication that makes the person unable to be vaccinated.","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Aged Care Facilities) Order 2021
Public Health (COVID-19 Aged Care Facilities) Order (No.2) 2021
Public Health (COVID-19 Care Services) Order (No 2) Amendment (No 1) Order 2022",Removed by Public Health (COVID-19 Care Services) Order (No 2) Amendment (No 1) Order 2022,"9/10/2021 - amended this mandate into the Public Health (COVID-19 Aged Care Facilities) Order 2021
29/10/21 - Public Health (COVID-19 Care Services) Order (No 2) 2021 replaces and repeals initial order with some minor changes in wording",Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWPRACT100
NSW-008,NSW,Public Health (COVID-19 Aged Care Facilities) Order,Employment,Residential aged care facilities and contrctors providing health and personal care services in those facilities,aged_care,2021-08-26,2021-09-17,2022-11-30,461.0,False,"persons employed may only enter the facility if they have received at least 1 dose of a COVID-19 vaccine by 17/09/21
Received second dose by 24/10/21 (added to directions on 14/10/21)","(i) a maintenance contractor,
(ii) a person who provides services to a resident of the facility under a contract or arrangement with the resident,
(iii) a student.
does not apply to a person who enters a residential aged care facility to respond to—
(a) a medical emergency, or
(b) a non-medical emergency, for example, a fire, flooding or a gas leak.
(a) is unable, due to a medical contraindication, to be vaccinated against COVID-19, and
(b) presents to the operator of the residential aged care facility a certificate, in the form approved by the Chief Health Officer, issued by a medical practitioner, specifying the medical contraindication that makes the person unable to be vaccinated.","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Aged Care Facilities) Order 2021
Public Health (COVID-19 Aged Care Facilities) Order (No.2) 2021",only the date was mentioned on the NSW public health order's page. The method was not mentioned in the order nor on the website,"14/10/2021 amendment added second dose requirements
29/10/21 - Public Health (COVID-19 Care Services) Order (No 2) 2021 replaces and repeals initial order with some minor changes in wording","Minister for Health and Medical Research created the order, however, the decision to mandate residential aged care facilities was made by the National Cabinet",NSW Government Gazette: the official notification of the making of statutory instruments,NSWERACT1V1
NSW-009,NSW,Public Health (COVID-19 Vaccination of Health Care Workers) Order,Employment,"Stage 1 health care workers
see details in additional notes",healthcare,2021-08-26,2021-09-30,2024-05-16,994.0,False,"First dose by 30/09/21
Second dose by 30/11/21","do not apply to—
(a) a health practitioner who does work as a health care worker in response to a medical emergency, or
(b) another person who does work as a health care worker in response to a non-medical emergency, for example, a fire, flooding or a gas leak.
does not apply to a health care worker who—
(a) is unable, due to a medical contraindication, to receive a COVID-19 vaccine, and
(b) presents a medical contraindication certificate for the worker to a responsible person for the worker.
29/09/21 order amended to exclude certain health care workers who are remotely providing non-health services","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Vaccination of Health Care Workers) Order 2021
Public Health (COVID-19 Vaccination of Health Care Workers) Amendment Order 2021
Public Health (COVID-19 Vaccination of Health Care Workers) Order (No 3) 2021
Occupational Assessment, Screening and Vaccination Against Specified Infectious Diseases","19/06/2022 - Public Health (COVID-19 Vaccination of Health Care Workers) Order 2022 expired
May-2024: COVID-19 vaccination changed from required to strongly recommended for all NSW Health workers.","29/09/21: order amended to exclude certain health care workers who are remotely providing non-health services
23/12/21: repealed by Public Health (COVID-19 Vaccination of Health Care Workers) Order (No 3) 2021 to add stage 2 HCW mandates
19/06/2022: Public Health (COVID-19 Vaccination of Health Care Workers) Order 2022 expired. Instead the mandate was added to the ""Occupational Assessment, Screening and Vaccination Against Specified Infectious Diseases"" Policy
May-2024: COVID-19 vaccination changed from required to strongly recommended for all NSW Health workers.",Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWEHCWT1V1
NSW-010,NSW,Public Health (COVID-19 Aged Care Facilities) Order,Employment,health practitioners and students entering residential aged care facilities,aged_care,2021-08-26,2021-10-31,2022-11-30,461.0,False,"health practitioners and students are not to enter residential aged care facilities unless they have received one dose of the vaccine by 31/10/21
Must provide evidence
14/10/21 added: first dose by 31/10/21 and second dose by 4/12/21","does not apply to a health practitioner who enters a residential aged care facility to respond to a medical emergency.
(a) is unable, due to a medical contraindication, to be vaccinated against COVID-19, and
(b) presents to the operator of the residential aged care facility a certificate, in the form approved by the Chief Health Officer, issued by a medical practitioner, specifying the medical contraindication that makes the person unable to be vaccinated.","Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Aged Care Facilities) Order 2021
Public Health (COVID-19 Aged Care Facilities) Order (No.2) 2021",only the date was mentioned on the NSW public health order's page. The method was not mentioned in the order nor on the website,"14/10/2021 amendment added second dose requirements
29/10/21 - Public Health (COVID-19 Care Services) Order (No 2) 2021 replaces and repeals initial order with some minor changes in wording",Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWERACT2V1
NSW-011,NSW,Public Health (COVID-19 Air Transportation Quarantine) Order (No 3) 2021,Public Space,not fully vaccinated international arrivals by aircraft,travel,2021-08-31,2021-09-01,2022-04-30,242.0,False,"NOT A STRICT MANDATE. Included to note that there is a difference between vaccinated and and unvaccinated arrivals
(1) A relevant air arrival who is not a fully vaccinated arrival must do one of the following as directed by the Commissioner of Police—
(a) go directly to a quarantine facility,
(b) go directly to a medical facility for treatment.
(2) A relevant air arrival must comply with a decision of the Commissioner of Police in relation to the relevant international arrival’s—
(a) transit at the airport, and
(b) travel to the quarantine facility or medical facility.
Vaccinated arrivals have to do a rapid antigen test and self isolate","(a) is unable, due to a medical contraindication, to be vaccinated against COVID-19, and
(b) presents to the responsible person for the worker a medical contraindication certificate issued to the worker.","A person who disembarks from a vessel under this Order must, if asked by a police officer, provide —
(a) the person’s name and contact details, and
(b) evidence the person is a fully vaccinated arrival.
Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Air Transportation Quarantine) Order (No 3) 2021
Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) 2022",Removed by Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) Amendment (No 2) Order 2022 to remove the quarantine requirements for unvaccinated international air and maritime arrivals.,23/02/22: previous order replaced by Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) 2022,Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWPINTT100
NSW-012,NSW,Public Health (COVID-19 Air Transportation Quarantine) Order (No 3) 2021,Public Space,Interstate flight crew members,travel,2021-08-31,2021-09-01,2022-04-30,242.0,False,"NOT A STRICT MANDATE. Included to note that there is a difference between vaccinated and and unvaccinated arrivals
The flight crew member must go directly to the member’s place of residence or accommodation until the sooner of the following happens—
(a) the quarantine period ends,
(b) the member departs on another flight that leaves Australia.
(3) The flight crew member may go to a place of residence as required by subclause (2) only if the member is a resident of New South Wales.
(4) The flight crew member must not leave the residence or permit another person to enter the place o fresidence or accommodation
Vaccinated arrivals have to do a rapid antigen test and self isolate","(a)not leave the residence or accommodation except—
(i) to undertake duties that are essential for safety or other regulatory reasons including, for example, flight simulation training or safety or security training, or
(ii) for the purposes of obtaining medical care or medical supplies, or
(iii) in an emergency situation,
Arrival by aircraft
(b) not permit another person to enter the place of residence or accommodation unless—
(i) the person usually lives at the place of residence or accommodation or the person is also complying with a direction under this Order, or
(ii) the entry is for medical or emergency purposes, or
(iii) the entry is to a place, other than a place of residence, for the purpose of delivering food or essential items,","A person who disembarks from a vessel under this Order must, if asked by a police officer, provide —
(a) the person’s name and contact details, and
(b) evidence the person is a fully vaccinated arrival.
Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.","Public Health (COVID-19 Air Transportation Quarantine) Order (No 3) 2021
Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) 2022",Removed by Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) Amendment (No 2) Order 2022 to remove the quarantine requirements for unvaccinated international air and maritime arrivals.,23/02/22: previous order replaced by Public Health (COVID-19 Air and Maritime Arrivals) Order (No 1) 2022,Minister for Health and Medical Research,NSW Government Gazette: the official notification of the making of statutory instruments,NSWEISTT100
